userName,score,content,at,intent
Fhandra Aqzardila,5,suka banget maen nya tapi kadang suka ngelag tapi tetap bagus kok,2026-02-17 13:11:34,Performance Issue
Lynxxy 1234,1,"anj bgt, udh berusaha minta bantuan ke org"" buat potong harga malah ga bisa d cakout emg anj",2026-02-17 13:09:44,Unlabeled/Noise
Rendi Rendi,5,untuk nonton pas,2026-02-17 13:09:31,Unlabeled/Noise
Sembarang Sembarang,1,kenapa saya tidak diizinkan mengikuti event tiktok Rp 100 perak?,2026-02-17 13:09:27,Monetization/Earning
aura rara,3,candu,2026-02-17 13:07:26,Unlabeled/Noise
Shahril Ade,2,huhuhhh gimana sih tiktok kan aku mau bikin akun ya di suruh masukin tanggal lahir nah pas udah kok ga bisa padahal dah benar dan saya coba ngasal tapi tetep aja ga bisa 😡,2026-02-17 13:06:34,Account Issue
M Pulungan,2,gak ada bagus2 nya,2026-02-17 13:06:24,Praise & Gratitude
Resky,5,tapi bisa liv ya,2026-02-17 13:00:04,Unlabeled/Noise
Akil 2010,5,belum dapat event potongan harga,2026-02-17 12:59:54,Monetization/Earning
Cristian Karianto,4,"sebenarnya sudah bagus tapi tolong ditambahkan fitur untuk mengedit,seperti kunci kroma&splice,dan jika ada bug tolong dihapus🤞",2026-02-17 12:52:42,Technical Bug/Crash
M khoiru Solihin,5,hai pengguna tik tok aku suka tik tok,2026-02-17 12:51:31,Praise & Gratitude
Lamoanak 95,5,aplikasinya bagus buat hiburan untuk menghilangkan rasa cape.,2026-02-17 12:50:10,Praise & Gratitude
Iya Kamu,3,GK bisa liat postingan orang,2026-02-17 12:49:53,Unlabeled/Noise
Om Hamim,5,BaGus,2026-02-17 12:49:41,Praise & Gratitude
Zahra Oktora,3,agak gak suka sama tiktok akun aku udah lebih dari 13 diblokir,2026-02-17 12:48:40,Account Issue
Wahyuni 14,5,"cinta banget gue sama ni aplikasi, semoga yang bikin aplikasi ini masuk surga, i love uu",2026-02-17 12:48:10,Account Issue
Jumria Ria,4,bagus banget,2026-02-17 12:47:58,Praise & Gratitude
Barok Treking sentul,4,mantep,2026-02-17 12:47:25,Unlabeled/Noise
kalila sabrina,1,"Hai, aku kan mw verifikasi umur, nh aku di atas 16 pas aku verifikasi biar bisa chatan, ak udah photo segala macam tapi tetep aja ga bisa, udh nunggu 2mnt ttp ga bisa, aku harus gimana yaa? tolong dong jangan di buat susah...",2026-02-17 12:47:11,Account Issue
Elzahra Channel,4,"aplikasi ini bagus tapiii... kalo aku mau buka tik tok gk bisa cuma ada logo nya vidio nya gak ada dan suka keluar sendiri padahal koneksi berjalan lancar,tolong diperbaiki ya",2026-02-17 12:46:32,Technical Bug/Crash
Maisie Nadifa,1,"tolong lah bug nya diperbaiki, masa kalo aku balesin komen temenku tuh ternyata komennya ga muncul? padahal di akun sendiri itu ada loh..gajelas ah",2026-02-17 12:45:57,Technical Bug/Crash
Abdul Mui'z,4,bagus buat nyantai,2026-02-17 12:45:55,Praise & Gratitude
Melinda,5,membantu,2026-02-17 12:45:35,Unlabeled/Noise
OWELL RESEE,1,makin jelek,2026-02-17 12:42:34,General Request/Complaint
Subwaysubr Jokobah,1,"lah kok fitur download videonya jadi 200, kemana download 400 video nya, tolong lah tambahin sampai 1000 video kek tapi untuk sebulan gitu, kemaren udah bagus loh ada, nanti kalau udah muncul lagi 400 videonya baru kasi bintang lima lagi",2026-02-17 12:42:34,Performance Issue
Sri Hartati,2,tiktok aku gak bisa di buka gatau kenapa padahal udah ku uninstall trs ku download lagi tapi masih tetep gak bisa,2026-02-17 12:41:51,Performance Issue
Fezilla Audina,5,aplikasi nya seru cuman kalo gak ad paket tolong bisa di pakek donnngggg,2026-02-17 12:41:02,Praise & Gratitude
Ahmad Beni,5,ok,2026-02-17 12:40:22,Unlabeled/Noise
Asep Arif,5,tidak ada even diskon tiktok shop nya,2026-02-17 12:39:25,Feature Complaint/Request
Khanza Ainun,1,"sebel bgt tiktok error terus, tiktok shop & pesan & streak aku ilang semua karna habis di update :c",2026-02-17 12:38:49,Technical Bug/Crash
mell lalaala,1,"benci,ada batasan usia.",2026-02-17 12:38:28,Account Issue
Nazwa Nasifa,5,bagus anjaii,2026-02-17 12:36:02,Praise & Gratitude
Siti Lutpiah,4,"bagus banget tapi kenapa tidak bisa foto tata letak ga fake filter tolong perbaiki, hp yang lain bisa",2026-02-17 12:33:36,Praise & Gratitude
Lyla Adit,4,niku akun ku loh diben kale azhar,2026-02-17 12:32:18,Account Issue
Dila Cyntia,5,bagus bangat,2026-02-17 12:31:23,Praise & Gratitude
Widia Putri,5,seri,2026-02-17 12:31:14,Unlabeled/Noise
Arya Ramdhansyah,1,lah kok aku gak ada pet strike nya padahal udah sering update,2026-02-17 12:30:42,Feature Complaint/Request
Rezky Alfatih,3,"terlalu banyak menguras data internet, walupun aplikasi nya bagus",2026-02-17 12:30:33,Praise & Gratitude
Galuh Wilujeng 2311,3,"suka ngebug +ngeleg, terus ga bisa buka komentar tolong di perbaiki lgi uyh",2026-02-17 12:30:01,Technical Bug/Crash
Rait Safoan,5,top,2026-02-17 12:29:56,Unlabeled/Noise
Ini Orang,1,woii apk lu suka eror kalo mau di buka,2026-02-17 12:29:06,Praise & Gratitude
Vesya Salsa,2,"awal' tt nya bagus, ngga ada kendala, tp kemarin aku baru dpt kendala, kenapa tt ku ngga bisa buka komen, ngga bisa nge like vid yg ada, dll, tp buat ngescroll lancar bgt. tt ku kayak gitu pas aku pake wifi rumah doang, pas pake kuota semua bisa. wifi rumah lancar kok, hp adekku aja bisa buat komen sama like, tp kenapa dihp ku ngga bisa?. aku udh mulai ulang hp ku 2 kali, udh nyopot wifi rumah trus aku pasang lagi, tp tetep aja ngga bisa. tolong dibenerin",2026-02-17 12:27:42,Account Issue
zahra arsyifa21,1,"tiktok nya gabisa buka komen, mau like video aja gabisa apalagi liat akun sendiri, susah jadinya liat video, jadi jelek bgt tolong tiktok jangan ngebug lama lama la, susah gabisa liat apa apa di tiktok.",2026-02-17 12:26:06,Technical Bug/Crash
Alfu Lailatuljannah,3,aplikasi tiktok ku kok gak bisa di buka?😭,2026-02-17 12:24:16,Unlabeled/Noise
Wardi Yasa,5,plisss deh ini menarik bangett,2026-02-17 12:20:57,Unlabeled/Noise
joko dwi atmojo,1,video nya ga muncul muncul udh di restart sama aja,2026-02-17 12:20:53,Unlabeled/Noise
Elvano Reza,1,hadeh ada lagi aja sekarang gabisa buka komentar karna jaringan padahal di aplikasi lain bisa disini doang gabisa makanya jangan banyak update yang gak penting ngapasi nyusahin org,2026-02-17 12:19:34,Performance Issue
Marshapebrian Sopyan,1,"tiktok ihh aku gak ada potongan harga nya😭😭, tiktok pilihhh kasihh orang orangg adaaa aku gak ada bencii😭",2026-02-17 12:18:21,Account Issue
Siti Susanti,1,saya tidak pernah mendaftarkan event apapun dari TikTok,2026-02-17 12:18:04,Account Issue
ARBI ANJAY•βαβI,5,bagus sekali tidak hanya vidio tetapi tik tok ini bisa belanja,2026-02-17 12:16:29,Praise & Gratitude
Hasif Kayana,5,bagus!,2026-02-17 12:14:23,Praise & Gratitude
Widiawati iwit,1,jelek 🤬👎👎👎👎👎,2026-02-17 12:14:04,General Request/Complaint
Juragan Sol,3,kumaha sih tiktok teh te bisa buka komen nga loading wae padahal make wifi te lemot wifi na kmha sih ku urg engges dihapus trs di download dei kadon siga tiktok lite lain tiktok biasa kmha sih sing benerken hela ih,2026-02-17 12:13:48,Account Issue
Taufan Pradenata,1,"tolong, setelah diupdate fitur tiktokshop kok hilang dan tidak bisa diakses. tolong dipulihkan lagi wahai tiktok. saya selaku user tiktok cukup resah dengan kejadian ini, tolong kembalikan fitur tiktokshop seperti semula agar bisa diakses kembali",2026-02-17 12:10:28,Performance Issue
Fahmi aqws,1,kenapa event potong tiba tiba hilang? padahal tadi pagi masih ada progres nya udah 25 persen lho,2026-02-17 12:10:20,Monetization/Earning
ANDRI ANSYAH,5,kenapa ku live tiba tiba aplikasi nya malah restart sendiri 🗿,2026-02-17 12:10:06,Unlabeled/Noise
Syg Mama,5,Keren banget 🤩,2026-02-17 12:09:27,Unlabeled/Noise
Menara Paris,5,"tiktok kenapa kamu blok akun saya pliss buka blok nya tiktok saya selalu liat tiktok tapi percuma saya selalu liat tiktok karna kamu blok akun aku aku suka tiktok walaupun tiktok udah blok akun aku, aku tetap kasih bintang 5 itu aja yang aku sampaikan tiktok, i love tiktok",2026-02-17 12:09:08,Account Issue
ASSALAMUALAIKUM,5,bisa menghasilkan uang dari menonton,2026-02-17 12:09:00,Monetization/Earning
Hisma Alipo,5,mantap,2026-02-17 12:06:49,Praise & Gratitude
Aufar Arsakha,1,blokir video porno,2026-02-17 12:04:33,Account Issue
third child,4,"ini knp ga bisa discroll di bagian ""saran""",2026-02-17 12:04:15,Feature Complaint/Request
Septimu'a Fida,5,kak tik tok ku tidak ada tik tok shop ya,2026-02-17 12:03:43,Feature Complaint/Request
adira sofia,1,"tiktok knp si, stiap saya mau posting video/ foto selalu muncul tulisan foto/video ini tidak tersedia",2026-02-17 12:03:20,Unlabeled/Noise
Feri Al gofari,5,bagus banget,2026-02-17 12:00:20,Praise & Gratitude
Panji,5,bagus saya suka,2026-02-17 12:00:08,Praise & Gratitude
FZ FK,1,"halo tiktok sudah berulang saya infokan akun saya gak bisa menemukan promo yang disebutkan, padahal sudah klik tag lokasi.",2026-02-17 11:58:40,Account Issue
Syarifah Rahima,5,"SENGAJA SAYA KASIH RANTING SEGITU BIAR DI BACA,TIK TOK MAKIN KE SINI ISIAN GA JELAS JELAS,BISA BISANNYA VIDEO VULGAR ORANG DEWASA LULUS DI TIK TOK, SUMPAH TOLONG ISI TIK TOK DENGAN ISIAN YG BERMUTU, TOLONG DI BACA, MOHON PERBAIKAN NYA,INI UNTUK WASPADA ANAK""YG TIDAK SENGAJA MELIHAT SEPERTI ITU, TOLONG TIK TOK BLOK VIDEO VIDEO SEPERTI ITU SAYA MOHON KEDEPAN KK LEBIH DI PERHATIKAN LAGI",2026-02-17 11:58:31,Performance Issue
Kazey turki 1,1,SUMPAH YA MKST LU APAAN SIH NGADAIN EVENT UDAH NGEMIS SANA SINI BUAT TAP LINK MANA DISPAM PERAK. PAS UDAH 80% MALAH ILANG FITURNYA ASTAGAAAAAA,2026-02-17 11:58:05,Feature Complaint/Request
Ulfa Ulfa azizah,3,tiktok sangat menyerukan akan tetapi tiktokini bisa di blokir oleh orang,2026-02-17 11:56:26,Account Issue
Elis Asifah,1,tiktok kenapa sih!? masa mau buka tiktok stuck di logo tiktoknya?? tolong perbaiki lahh!?,2026-02-17 11:55:26,General Request/Complaint
SMDDEV 21 (susanto),3,min di tiktok nya gaada toko huat belanja,2026-02-17 11:54:56,Feature Complaint/Request
Adhiepraboe,1,"kenapa setiap aku bikin akun dan ngepost vidio itu langsung di blokir?,padahal followwer ku udah banyak banget pilih kasih bet",2026-02-17 11:52:51,Account Issue
Fadilla.imbuinga,1,"aplikasi ini sangat menjengkelkan kalau lagi di pencarian dan keluar, pasti video yg di cari pasti masih terputar di latar belakangnya tolong di lebih baikan lagi",2026-02-17 11:52:11,Performance Issue
Johanes Panjaitan,1,kenapa muncul iklan tiba2,2026-02-17 11:51:54,Unlabeled/Noise
Rizky Nurul bahar,5,bagus,2026-02-17 11:50:12,Praise & Gratitude
Restu,4,"halo min, kenapa ya tiktok aku gabisa dibuka komentar nya, pas mau liat komen malah ""tidak ada internet"" atau mau buka apa apa selalu loading terus gabisa repost, padahal internet lancar. padahal liat live sama liat vt juga bisa tapi gabisa liat komen. mohon bantuannya yaa",2026-02-17 11:48:24,Performance Issue
Siti Khotijah,1,"masuknya lama ,loding terus ,males ah ,harus di perbaiki sekarang ya 🙂‍↕️ kalau ga akan ku demo tiktok ‼️",2026-02-17 11:46:50,Account Issue
Tauhid Tauhid,3,"gatau kenapa suka loading mulu, wifi tetap stabil, udh update, udh bersihin gache dan sekalian juga data, tapi hasil sama aja, ini bug atau server yang masalah, tolong balas dan Terima kasih🙏",2026-02-17 11:44:30,Technical Bug/Crash
Aidil Telor,5,Vidio nya enak banget,2026-02-17 11:43:56,Unlabeled/Noise
bila montong,5,sukaa,2026-02-17 11:43:27,Praise & Gratitude
Hana Mulya,5,"berikan saya fitur potongan harga, tempat daya tidak sda",2026-02-17 11:42:44,Feature Complaint/Request
Lhindaa Shukarna,4,kadang suka berat,2026-02-17 11:42:37,Performance Issue
KIPAS,5,kemabalilan akun saya yg lama,2026-02-17 11:36:58,Account Issue
Botbot Bort,5,"bagus, bisa juga digunakan sebagai alat komunikasi jauh",2026-02-17 11:33:11,Praise & Gratitude
Fann4u-!!,1,"ga bisa buka komen, udah coba instal ulang ttep ga bisa, trus ga bisa login juga",2026-02-17 11:33:07,Account Issue
Gavinputra Ahmad,4,aplikasi ini terlalu ngebug tapi bagus banget,2026-02-17 11:32:20,Technical Bug/Crash
Safitri Ajha,3,min kenapa di aku nggaa ada fitur potongan harga nya? tolong munculin fitur potongan harga biar sama kayak yang lain,2026-02-17 11:31:47,Feature Complaint/Request
kamariah ria,5,tiktok baik,2026-02-17 11:31:25,Unlabeled/Noise
Ipang Permanasaputra,5,mohon petbaiki sistem tiktok ku,2026-02-17 11:31:21,Unlabeled/Noise
Dea Maulida putri,1,translate Indonesia: ini kenapa ya banyak banget kerusakan nyaa saya mau login ulang tidak bisa karena banyak profil orang lain jadi abu-abu saya berniat menghapus tiktok lalu pas mau login ulang malah ga bisa pake nomor telepon dan email juga tidak bisaaa.,2026-02-17 11:30:43,Account Issue
Phantom pakai H,1,"akun gua disuruh vertifikasi gara2 kena pembatasan usia tapi pas mau vertifikasi ""kamu tidak dapat melakukan vertifikasi"" how?",2026-02-17 11:28:33,Account Issue
Gen Jiehhh,3,kok ada bug nya saat baca komen GK bisa .,2026-02-17 11:27:57,Technical Bug/Crash
rahmawati wati,3,kenapa apil kasi ga bisa di bukan,2026-02-17 11:25:24,Unlabeled/Noise
Feni Novitadiyaaa,5,"bagusss bgtt filter baruu nyaa, tapi saya ga bisa update tiktok lagiii",2026-02-17 11:25:00,Performance Issue
su san,5,karna bisa skrol tiktok,2026-02-17 11:24:44,Unlabeled/Noise
Rohani,5,bagus tapi ada yang kurang terhadap foto dan video yang saya upload menjadi buruk. tolong berpaiki lagi dong komunitas tiktok.,2026-02-17 11:23:30,Performance Issue
nurul april,1,"layanan nya kurang memuaskan kan masa setiap satu bulan sekali akun tiktok aku ke blok Mulu sih tolong ya lebih di perbaiki soal nya setiap Akau mau memulihkan aku nggak bisa Mulu malah kembali terus ke beranda,maaf ka sama satu lagih kenapa ya aplikasi nya seperti aplikasi TikTok lite Dan nggak bisa memposting ulang jadi saya mengunduh TikTok yang asli namun tombol tombol nya seperti TikTok lite,mohon di jawab yah ka",2026-02-17 11:21:52,Account Issue
Teguh Santoso,5,apk nya sangat bagus untuk menonton video ataupun foto-foto dengan efek yg kreatif dan keren,2026-02-17 11:21:36,Praise & Gratitude
Elmy Aldehla,5,download ini cmn mau dpett koian potong harga belanja di tiktok haha🤣🤣,2026-02-17 11:20:53,Unlabeled/Noise
Saskia Ramadhani,1,"kenapa tiba tiba cuman bisa scroll aja untuk hal lain ga bisa, liat komen ga bisa liat apapun ga bisa, mau laporin masalah tapi ga bisa",2026-02-17 11:18:34,Feature Complaint/Request
Waluyo Noer,5,bagus,2026-02-17 11:15:16,Praise & Gratitude
Feb Anisa,5,aplikasi ny bagus banget tapi ada fitur yang ngga ada dan jika di download ulang ulisannya tipis nggak tebal lagi,2026-02-17 11:15:07,Performance Issue
Widy Jaey,5,"sungguhh luar biasa,app ini bsa menghibur aku",2026-02-17 11:14:20,Unlabeled/Noise
Wafiq aida sakin,4,kadang sukaaa nge bleng,2026-02-17 11:14:00,Praise & Gratitude
Kris Mundarsih,5,bagus tapi tiba tiba kena pelanggaran,2026-02-17 11:13:46,Praise & Gratitude
Kurokawa Izana,2,posting ulang teman atau orang yang saya follow tidak muncul di beranda,2026-02-17 11:12:58,Unlabeled/Noise
Achmad Mudaffar,1,nge bug cuk,2026-02-17 11:11:35,Technical Bug/Crash
mikaa luv,4,oke,2026-02-17 11:10:34,Unlabeled/Noise
ALFAWWAZY Youtuber,5,"Hai 😁 terima kasih ya developer tik tok karena tik tok sudah menemani saya bertahun tahun dengan saya menyaksikan banyak konten yang bermanfaat maupun yang tidak bermanfaat 🤣 tetapi tidak apa apa ya dan pada hari ini sebelum besok nya bakalan memasuki hari pertama puasa, saya memutuskan untuk pensiun dari aplikasi tik tok dan aku sekali lagi berterima kasih karena sudah menghibur aku di mana dan waktu juga dan aku ingin memperkuatkan iman ku dari sekarang dengan giat beribadah goodbye 🥹🙌",2026-02-17 11:09:02,Account Issue
Muhammad Ilham,2,ini kok tt nya eror minn,2026-02-17 11:08:09,Unlabeled/Noise
Haru Hana,1,"kenapa sekarang setiap buka tiktok selalu kepental (keluar apk sendiri) masalah ny gk cuma sekali udah di buka malah keluar gitu² aj jd males buka emang gk bisa di buka malah, btw it gk cuma di HP gw aj di HP mak gw juga gitu",2026-02-17 11:07:33,Unlabeled/Noise
Raihana Qonita,5,karna semua vidio ada di tiktok,2026-02-17 11:07:31,Unlabeled/Noise
Nayla putrii,5,bang mabar ff,2026-02-17 11:07:05,Unlabeled/Noise
Noval Arkan,2,"maaf, mengapa tiktok selalu lemot? , padahal jaringan stabil",2026-02-17 11:06:09,Performance Issue
Erin Dwiamanda,2,dikarenakan saya akun ya keblokir jadi bingung mau mainan apa,2026-02-17 11:06:09,Account Issue
Yudhis Isback,1,I hate COUNTRYBALLS,2026-02-17 11:06:01,Unlabeled/Noise
Mursalina Rizani,5,kenapa punya saya gak ada tiktok offline nya jawab dong yang tau,2026-02-17 11:05:56,Unlabeled/Noise
Rizqii Hikamii,5,bagus bgtt sumpilll 🔥🔥🔥menyala * TIKTOK*,2026-02-17 11:04:48,Praise & Gratitude
Verrana,1,jelek banget,2026-02-17 11:02:16,General Request/Complaint
Zulfa Ainunattaqiyyah,1,Saya menginginkan aplikasinya tidak lemot,2026-02-17 11:02:15,Performance Issue
jamal yasir,5,mantap,2026-02-17 11:00:43,Praise & Gratitude
Sofie Aryanti,1,"Saya terus mendapatkan pesan ""Frekuensi kunjungan terlalu sering"" saat mencoba login. Saya sudah mengikuti instruksi sebelumnya untuk menunggu selama 24 jam tanpa melakukan percobaan login sama sekali, namun masalah ini tetap muncul baik di aplikasi maupun browser. Mohon tinjau akun saya secara manual karena ini tampaknya merupakan kesalahan sistem (bug) pada limit keamanan, bukan karena aktivitas mencurigakan. Saya sangat membutuhkan akses ke akun saya.",2026-02-17 10:59:57,Technical Bug/Crash
Zaskia Salsabila,1,"ternyata banyak jg komplain mslh gabisa dibuka dll dan yg bikin heran lagi, bnyk yg udh komplain dari lama loh kok masih tetep aja gada yg berubah dan gw udh berhari² nungguin perbaikan nya manaa,gada samsek yg berubahh. GA PERNA SEMUAK INI 〒⁠﹏⁠〒",2026-02-17 10:59:36,Performance Issue
fitalis batlayeri,1,sangatttt baik sekali,2026-02-17 10:58:51,Unlabeled/Noise
Bunga Sekar,5,aplikasi ini sangat bagus sampai ada idola saya muncul dan ada saya juga di tiktok,2026-02-17 10:57:25,Praise & Gratitude
Aulia Enty,5,bikin apii,2026-02-17 10:55:25,Unlabeled/Noise
Marwah Sari,1,jelek,2026-02-17 10:54:54,General Request/Complaint
ucup slepet,1,"tolong tiktok, perbaiki ai nya.. saya live nya bener bener tapi kena restrict teruss padahal saya live nya benerr benerr, tolong ya kalau ga bisa jual aja tiktok nya. TOLONG DI BALES.",2026-02-17 10:52:11,Account Issue
Vannes Wong,1,"lemot, hp jd susah di atur",2026-02-17 10:50:34,Performance Issue
lilliieee,2,"kenapa ya tiba tiba ga bisa buka komen, selalu loading kalau gk ya ada tulisan ""coba lagi nanti' padahal jaringan bagus bagus aja, tolong di tanggapi ya min🙏😞",2026-02-17 10:49:58,Performance Issue
Marjoko,5,bisa lebih ditingkatkan lagi,2026-02-17 10:49:34,Performance Issue
Muhammad Raffi,3,tidak mudah fyp,2026-02-17 10:48:29,Unlabeled/Noise
Ziva Wenda,1,karna setiap aku membuat akun pasti tidak bisa,2026-02-17 10:47:45,Account Issue
Riska Aja,5,seru bangat cod sma nonton cod pun murah,2026-02-17 10:42:51,Praise & Gratitude
Sipedut yp,5,Saya mau coba,2026-02-17 10:41:40,Unlabeled/Noise
Rendi Hermawan,3,tolong perbaiki lagi bug tidak bisa buka komen,2026-02-17 10:41:11,Technical Bug/Crash
Sonia Nur avifa,4,kenapa tiktok sekarang fitur shop malah diganti dengan teman ya? apa cuma punya saya doang,2026-02-17 10:40:07,Feature Complaint/Request
AKMAL 0202,5,mantap,2026-02-17 10:39:05,Praise & Gratitude
Salsa Putri,3,"kenapa tidak muncul fitur tiktok shop di beranda, tolong berikan solusi!",2026-02-17 10:37:15,Feature Complaint/Request
Mahraja Ritonga,5,baik,2026-02-17 10:33:58,Unlabeled/Noise
Rizkaputri235,4,"bagus, tapi masalah nya jarang fyp dan kalau aku ngerepost atau nge like video lama nanti ada pemberitahuan ""anda mengetuk terlalu cepat, istirahat lah"" buat apa sih ah pemberitahuan itu, gak penting asli",2026-02-17 10:33:45,Feature Complaint/Request
anak bebek,5,baguss banget tapi bikin ngelag,2026-02-17 10:29:28,Performance Issue
Azzira Cantik,5,adalah pokoknya,2026-02-17 10:28:36,Unlabeled/Noise
Zahro,5,"kak tiktok saya kok selalu telat dapat fitur baru, yang foto live aja masih gk bisa sampe sekarang.",2026-02-17 10:27:24,Feature Complaint/Request
Bruce Pope,5,"aplikasi sarang monyet, pengguna nya kebanyakan bocah² ga jelas yang IQ nya dibawah rata² dikasih vidio edukasi malah komen ""ga peduli""🤓☝️",2026-02-17 10:26:19,Feature Complaint/Request
Arull Ramdani,5,bagus,2026-02-17 10:25:47,Praise & Gratitude
Kaway Putra,1,udah 3 hari App tdk bisa terbuka pencarian terus berputar putar semntara App lain tdk ada Masalah maupun jaringan.TOLONG setelah pembaruan TIKTOK jdi Eror,2026-02-17 10:24:23,General Request/Complaint
Fanya Maulidaa,2,nggak ada toko nya!,2026-02-17 10:20:42,Feature Complaint/Request
almira najuanid salwa,3,"nge bug apa gimana, gabisa di update",2026-02-17 10:18:07,Technical Bug/Crash
Elgawan Pebrita,2,iklan2 mulu asuw emng lah,2026-02-17 10:17:44,Unlabeled/Noise
wilkedias seran,5,Maaf baru Mau gunakan aplikasi ini,2026-02-17 10:16:18,Unlabeled/Noise
Muhamad Solahudin,5,mantap,2026-02-17 10:16:01,Praise & Gratitude
Vido Siku,1,kok tiktok pilih kasih sihh yg lain pada ada koin potongan harga 100 perak tapi akun saya yang bernama vidoo_4 ga ada tolong la kalo ada fitur gitu harus ad semua gitu,2026-02-17 10:15:10,Account Issue
Kikiaditia23 Kikiaditia23,2,hp ku jadi rusak,2026-02-17 10:14:21,Unlabeled/Noise
Siska Febiana,5,karena saya lebih mudah untuk berbelanja karena tidak usah lagi men download shopee,2026-02-17 10:14:00,Performance Issue
Alvionita,1,"Baru kali ini bintang 1 ke tiktok, soalnya sejak 2 hari lalu, mau buka komen loading terus. padahal gak dibatasi tapi buka komen selalu lama, akhirnya aku scroll terus tapi sangat menggangu karena user experience jadi kurang. gak tau ini cuma di aku atau gimana tapi setelah ku uninstall tetap sama problemnya. so, tolong diperbaiki, nanti aku ganti bintangnya",2026-02-17 10:13:32,Performance Issue
Rachmat very Irawan,2,INI KENAPA KERANJANG GUA GABISA DIBUKA PDHL SINYAL AMAN WOI,2026-02-17 10:13:25,Feature Complaint/Request
Ian (Cumi),2,TIKTOK mah aneh,2026-02-17 10:10:59,Unlabeled/Noise
Syatifa Awaliya,1,beranda tiktok saya tidak bisa di scroll,2026-02-17 10:10:17,Feature Complaint/Request
Raudah Ara,5,saya mau kalo baru donlod tik tok gak usah buat akun,2026-02-17 10:10:05,Account Issue
Ya Gaktau,5,tiktok mohon mb nya di kurangi🙏🏻,2026-02-17 10:08:44,Unlabeled/Noise
Cintyaaja Weh,5,seru,2026-02-17 10:08:25,Praise & Gratitude
naya auliya,3,"ini knpsih ga bisa buka komen, gbs buka chat, gbs switch account, gbs buka profile. tp scroll bisa, aneh bgt",2026-02-17 10:07:27,Feature Complaint/Request
Aliska Keysa,5,saya sangat senang karena dengan adanya tiktok ini saya bisa buat tren terbaruu,2026-02-17 10:07:20,Praise & Gratitude
Arum Megalestari,1,"ini kenapa sih? udah 5× download tetep aja gabisa, udah pake paket data tetap gabisa, penyimpanan masih banyak, gimana nih? tolong dong makin lama makin ngawur ngabisin paket data aja",2026-02-17 10:06:16,General Request/Complaint
Azka 123,5,banyak sekali orang masuk dan bagus,2026-02-17 10:05:56,Account Issue
Faisal Abret,5,bagus,2026-02-17 10:05:37,Praise & Gratitude
Aura,1,terkadang kalau lagi livestreaming lalu kembali sendiri dan sangat berat apk tiktok nya cepat hp panas dan hp patah patah setelah itu hp nya mati sendiri dan apk nya sangat jelek,2026-02-17 10:05:27,Technical Bug/Crash
mwmwk lobok,1,tolong tiktok ini saya ngescrol tiktoknya kok ga mau ke scrol,2026-02-17 10:05:20,Feature Complaint/Request
Miliani Sandra Dewi,5,bagus,2026-02-17 10:04:43,Praise & Gratitude
Dewa Komang,1,fitur toko tidak muncul,2026-02-17 10:04:19,Feature Complaint/Request
anii caa,1,kasih aja itu ptongan harga 70 perak terus gajelas,2026-02-17 10:04:13,General Request/Complaint
Ratna Anjani,5,bagus,2026-02-17 10:04:09,Praise & Gratitude
IFAN Fadilah,5,aku gak bisa download,2026-02-17 10:03:46,Unlabeled/Noise
Tazkia Nafisah,5,suka banget kalo bosen tinggal scrool tiktok dehh😙,2026-02-17 10:02:24,Praise & Gratitude
Afifah nabil,1,masa gada fitur 100perak si njis,2026-02-17 10:01:34,Feature Complaint/Request
bulat segitiga Bulat,5,sangat keren,2026-02-17 09:59:55,Unlabeled/Noise
RA.SAHNIA AMANDA Apo,5,keren bnget,2026-02-17 09:59:42,Unlabeled/Noise
Nandien Yucell,5,aplikasi yang baguss and jenius,2026-02-17 09:58:36,Praise & Gratitude
hafi,1,"tiba tiba kena pelanggaran yang ga jelas,tiktok gaje gaakan nyentuh tiktok lagi,awas lu",2026-02-17 09:57:30,Performance Issue
nazril epep,1,kebanyakan vt tentang judi!,2026-02-17 09:56:51,Unlabeled/Noise
Grab Hilman,5,bagussssss mantap okkkkkk,2026-02-17 09:56:33,Praise & Gratitude
Shofura Zahida,5,videonya kenapa suka lambat gitu ya taoi soundnya normal. jadi gak nyaman nontonnya,2026-02-17 09:56:10,Praise & Gratitude
